sector,years_in_operation,num_employees,loan_amount_kes,loan_term_months,interest_rate_pct,mpesa_avg_monthly_inflow,mpesa_avg_monthly_outflow,mpesa_txn_count_monthly,mpesa_savings_ratio,electricity_payment_delays,electricity_bill_avg,water_bill_avg,social_media_active,online_ads_spend_kes,avg_monthly_data_spend,avg_monthly_airtime_spend,pos_monthly_sales,pos_txn_volume,loan_default,dataset_source
Retail,10.5,15,167829,12,23.66,47269,35867,179,0.2412,6,7803,1985,1,2461,1318,1419,73237,167,0,Kenya_SME
Retail,0.5,3,858314,36,15.32,26420,20798,94,0.2128,6,16600,636,0,0,2462,933,22633,48,1,Kenya_SME
Informal,1,2,707473,60,13.11,20950,11440,523,0.4539,2,4152,928,1,2096,794,480,45705,260,1,Kenya_SME
Transport,1.7,16,644116,24,10.84,88619,34433,466,0.6114,2,13350,952,1,1058,1479,1779,158643,283,0,Kenya_SME
Wholesale,2.2,11,334376,12,21.11,49305,33517,133,0.3202,2,10136,3979,0,0,1673,988,39347,105,1,Kenya_SME
Hospitality,10.7,1,1122223,36,29.16,55097,21501,379,0.6098,4,11855,1626,0,0,990,731,93735,174,0,Kenya_SME
Retail,2.6,8,124459,18,20.21,24355,16168,182,0.3361,2,3925,2912,0,0,1535,1246,89044,112,0,Kenya_SME
Transport,14.6,8,466605,48,21.77,48381,36378,220,0.2481,1,3854,2999,0,0,905,1002,104136,124,0,Kenya_SME
Wholesale,6.4,1,314387,36,24.08,46464,17253,194,0.6287,0,6479,1596,1,1490,1699,1754,191423,234,0,Kenya_SME
Hospitality,2.7,7,168646,12,14.25,55509,53297,198,0.0398,0,1263,959,1,17913,1799,1237,237136,474,0,Kenya_SME
ICT,0.9,3,622299,36,8.16,35509,26868,678,0.2433,0,4403,1347,1,928,1949,2025,437272,1070,0,Kenya_SME
Services,10.5,12,297028,6,10.06,60744,25013,54,0.5882,2,1422,5943,0,0,2364,2028,38513,90,0,Kenya_SME
Retail,5,1,299172,60,20.41,71724,64108,509,0.1062,1,1760,2254,0,0,1625,1108,21550,60,0,Kenya_SME
Hospitality,2.6,4,343647,12,19.42,54850,39148,325,0.2863,5,3396,1058,1,5469,1705,419,65937,73,0,Kenya_SME
Transport,7.4,2,334293,18,18.22,91534,56160,220,0.3865,6,1335,1719,0,0,2667,734,58193,188,0,Kenya_SME
Manufacturing,4,2,596667,36,14.7,74563,46298,82,0.3791,4,2549,1318,1,990,1149,2296,134315,262,0,Kenya_SME
Informal,1.6,1,250119,12,16.84,42119,14797,157,0.6487,3,6351,1018,0,0,1208,799,101004,427,0,Kenya_SME
Agribusiness,0.5,11,351980,12,21.86,93434,77597,340,0.1695,2,6513,5503,1,1018,974,759,171316,655,0,Kenya_SME
Manufacturing,1.9,12,262562,36,20.46,105714,35364,460,0.6655,6,4620,990,0,0,1018,1795,77899,134,0,Kenya_SME
Informal,4.1,5,489018,12,17.4,488704,204756,343,0.581,0,3805,1945,1,8637,597,660,312839,418,0,Kenya_SME
Wholesale,2.1,7,1327783,18,16.8,54614,11766,267,0.7846,1,7900,4027,1,2225,2103,1360,104428,737,0,Kenya_SME
Hospitality,2.1,1,194404,12,19.01,64913,50273,165,0.2255,4,4875,578,1,5430,1047,582,60574,87,1,Kenya_SME
Hospitality,1.9,11,1879451,60,27.96,43868,30278,156,0.3098,3,2303,7206,0,0,1862,1224,178695,336,0,Kenya_SME
Services,2.2,4,109870,24,22.55,19194,8992,113,0.5315,7,4980,6583,0,0,2438,877,36765,209,0,Kenya_SME
Agribusiness,11.2,4,536669,12,19.79,10814,8281,129,0.2342,6,4138,1206,0,0,3952,1394,53661,188,0,Kenya_SME
Hospitality,8.5,17,181475,48,18.49,23470,17403,398,0.2585,3,8188,8704,0,0,2657,2732,120783,548,0,Kenya_SME
Services,4.4,1,593854,36,19.36,81761,17874,363,0.7814,1,19996,2361,1,7559,661,671,75382,473,0,Kenya_SME
Services,0.5,1,251404,24,24.88,22412,14640,342,0.3468,3,2431,2923,1,2209,685,2435,5452,4,0,Kenya_SME
Services,3,6,129882,18,18.44,83885,47366,183,0.4353,4,11124,859,1,11276,1564,385,55127,75,0,Kenya_SME
Retail,0.5,2,310847,24,26.46,30783,7650,112,0.7515,6,9539,2666,0,0,1069,374,26987,171,1,Kenya_SME
Retail,4.2,1,466673,18,18.53,156805,49732,328,0.6828,3,2851,1181,1,3287,4648,386,194424,482,1,Kenya_SME
Wholesale,2.8,4,828504,18,19.25,29983,17331,478,0.422,5,5972,1304,0,0,511,648,89811,209,0,Kenya_SME
ICT,3.7,5,494654,12,15.7,70758,15627,190,0.7791,8,3131,1275,1,3665,499,1125,44911,191,0,Kenya_SME
Manufacturing,10.3,9,442983,18,25.24,12277,2920,225,0.7621,4,2855,1719,1,4362,400,1718,9506,28,1,Kenya_SME
Retail,5.1,1,497604,12,14.95,303086,234245,632,0.2271,4,11305,785,1,1674,1783,508,237257,299,0,Kenya_SME
Manufacturing,7.9,2,167025,18,27.59,80071,60832,106,0.2403,13,5702,3616,0,0,1090,1117,37439,83,1,Kenya_SME
Transport,4.3,5,75416,24,22.65,14959,13414,129,0.1033,7,16160,3674,0,0,733,1438,32893,103,1,Kenya_SME
Retail,4.9,13,591589,6,11.15,592472,158944,200,0.7317,0,500,2554,1,8287,1567,865,545267,1142,0,Kenya_SME
Services,5.2,9,415276,24,19.87,13185,10287,95,0.2198,5,5144,1448,1,3678,1120,1237,13695,32,1,Kenya_SME
Transport,4.8,2,1139544,24,20.21,20438,15107,301,0.2608,1,9146,1320,0,0,1517,1404,50839,91,1,Kenya_SME
Manufacturing,2.5,8,379319,24,11.85,165549,120188,581,0.274,0,1934,5792,1,1503,2574,1185,1119292,2585,0,Kenya_SME
Wholesale,2.6,4,1117524,36,11.59,160208,123277,1453,0.2305,0,1698,1347,1,3808,3276,5215,491798,426,0,Kenya_SME
Hospitality,0.9,2,160759,36,22.5,48024,36175,61,0.2467,6,4718,641,1,7909,951,813,15964,28,0,Kenya_SME
Agribusiness,2.9,3,291947,24,24.41,104890,71561,153,0.3177,5,3304,1977,1,1040,1249,779,19485,30,1,Kenya_SME
Retail,0.5,2,216966,60,16.32,26750,15363,489,0.4257,1,8307,1097,0,0,1403,1921,229296,357,0,Kenya_SME
Retail,5.4,9,995201,18,23.6,168342,117186,464,0.3039,0,10213,1988,0,0,1661,3645,907651,1997,0,Kenya_SME
Transport,4,9,802176,18,16.58,17397,12208,154,0.2983,2,7024,2195,0,0,3678,774,23793,57,1,Kenya_SME
Hospitality,0.5,3,124486,6,13.33,63414,40426,214,0.3625,3,2769,1362,1,18793,4872,857,136075,243,0,Kenya_SME
Transport,5.5,5,152468,24,13.74,113126,43229,465,0.6179,2,4481,1699,1,2274,1339,1265,74131,361,0,Kenya_SME
Informal,0.9,3,1189039,36,19.1,44096,22021,103,0.5006,0,6227,1856,1,22449,1349,905,228082,400,0,Kenya_SME
Transport,7.7,1,669357,18,14.14,43397,29314,169,0.3245,3,1042,1113,1,1718,1099,895,82569,203,0,Kenya_SME
Agribusiness,18.3,1,2516570,18,15.72,57853,46169,101,0.202,2,6715,805,0,0,3099,2001,40475,106,1,Kenya_SME
Agribusiness,3.6,20,1100673,24,19.99,16846,15063,38,0.1058,6,4476,8717,0,0,1448,449,67817,108,1,Kenya_SME
Wholesale,7.4,2,155545,12,25.45,16267,13388,232,0.177,2,4684,2941,1,3550,1187,1044,29067,74,0,Kenya_SME
Wholesale,3.2,7,329683,18,20.36,89011,69940,355,0.2143,1,4461,1136,0,0,440,3103,56643,314,0,Kenya_SME
Services,1,6,2888670,24,16.94,116491,73780,543,0.3666,1,7489,3836,1,17083,1997,873,111263,162,1,Kenya_SME
Services,8.5,1,459708,24,19.17,73135,63437,475,0.1326,3,1590,3493,0,0,1922,1818,31687,73,0,Kenya_SME
Manufacturing,5.1,6,451858,24,18.15,38729,28609,328,0.2613,2,7924,3086,1,1472,1408,1116,122296,305,1,Kenya_SME
Manufacturing,2.2,6,1096354,24,11.46,88801,51351,247,0.4217,1,24565,3753,0,0,2626,926,533110,3882,0,Kenya_SME
Wholesale,6.7,4,401736,48,14.26,20828,12833,309,0.3838,4,9904,1321,0,0,5490,1990,47057,62,0,Kenya_SME
Transport,1.4,3,291662,12,25.51,312915,70790,368,0.7738,4,3643,1483,1,2103,2770,1347,72140,365,1,Kenya_SME
ICT,1.2,4,688641,6,13.55,24324,13492,184,0.4453,3,2737,2811,0,0,1659,1834,31147,92,0,Kenya_SME
Agribusiness,1.2,6,1054651,24,19.61,139145,100386,397,0.2786,3,3929,1440,1,2058,1299,1022,202337,905,0,Kenya_SME
Hospitality,0.5,1,1212912,36,17.56,23385,17686,353,0.2437,4,5244,5823,0,0,2493,659,198532,722,0,Kenya_SME
Agribusiness,4.6,16,139987,24,14.77,85220,43556,439,0.4889,6,25902,2882,0,0,1530,1015,262446,609,0,Kenya_SME
Agribusiness,5.5,8,935304,36,16.5,45875,12680,208,0.7236,2,4954,739,0,0,2622,720,77854,122,0,Kenya_SME
ICT,4,1,187298,24,11.55,144551,79668,357,0.4489,0,3320,2765,1,30639,2233,2257,219791,967,0,Kenya_SME
Informal,10.3,4,322047,36,14.34,171248,155415,530,0.0925,0,1975,4080,1,1968,518,3143,577013,1765,0,Kenya_SME
Construction,10.8,30,201313,36,12.7,48674,17003,357,0.6507,0,9841,2806,1,655,1908,1155,52865,147,0,Kenya_SME
Retail,4.9,5,1969774,18,15.62,12720,10025,75,0.2118,4,1511,1937,0,0,2823,1668,42234,109,1,Kenya_SME
Agribusiness,3.5,1,191928,12,13.09,27977,22406,70,0.1991,3,3298,2416,1,1633,1797,804,39459,110,0,Kenya_SME
Transport,2.1,8,164199,12,11.41,251511,113383,249,0.5492,4,2766,3654,1,1205,4123,4380,1114837,2793,0,Kenya_SME
ICT,10,1,149149,18,20.74,69987,46115,288,0.3411,1,3377,3476,0,0,1772,651,94006,167,0,Kenya_SME
Services,5.5,5,919690,24,15.74,40377,19895,246,0.5072,4,4519,1260,0,0,2565,1656,173901,1325,0,Kenya_SME
Retail,11.4,1,58208,24,27.52,158912,85522,235,0.4618,2,3678,1599,0,0,741,606,141132,478,1,Kenya_SME
Services,0.5,5,788166,12,12.61,100298,59634,344,0.4054,8,2679,1897,1,1200,2211,790,394619,885,0,Kenya_SME
Retail,2,1,781084,18,18.48,42389,16658,408,0.607,7,3832,2121,0,0,1736,1052,51353,93,1,Kenya_SME
Agribusiness,1.7,2,1625447,18,19.54,141498,88714,131,0.373,4,1261,1617,0,0,1567,1904,93516,146,1,Kenya_SME
Wholesale,0.5,1,380585,36,21.2,13742,11808,499,0.1407,3,3111,1116,1,2767,1641,377,67861,231,0,Kenya_SME
Retail,1.9,2,294706,24,28.51,36044,23161,560,0.3574,4,16443,1143,1,2689,1485,1122,96723,218,0,Kenya_SME
Transport,1.7,5,538648,12,19.34,125991,57913,71,0.5403,2,2868,4266,0,0,2809,952,11454,62,0,Kenya_SME
Wholesale,2.8,12,1775661,6,17.12,26244,5899,194,0.7752,2,23057,1133,1,1220,5965,1531,53706,105,0,Kenya_SME
Manufacturing,8.2,41,523839,18,24.58,94331,46033,476,0.512,1,18123,3645,1,7109,978,1082,169884,253,0,Kenya_SME
Manufacturing,4.1,2,1212909,48,14.78,95056,54339,224,0.4283,5,1377,3707,0,0,3027,2666,36750,62,0,Kenya_SME
Construction,7.2,7,742058,24,21.08,268039,217873,188,0.1872,0,3254,4537,0,0,1289,1046,106874,236,0,Kenya_SME
Services,14.4,4,202945,12,14.07,283031,127169,154,0.5507,0,4383,1912,1,1283,1950,604,316122,658,0,Kenya_SME
Hospitality,16.6,2,386581,36,22.52,10590,4017,29,0.6206,7,8799,885,0,0,917,291,23086,90,1,Kenya_SME
Manufacturing,2.2,4,146264,6,20.58,31389,17021,377,0.4577,8,5586,2237,1,1761,6064,362,137256,375,0,Kenya_SME
Wholesale,6.1,3,760392,12,15.94,31505,26096,404,0.1717,2,10093,2788,1,3927,2689,1006,178435,142,0,Kenya_SME
Construction,2.2,24,511759,24,19.07,31203,25717,208,0.1758,0,5835,2138,1,380,1844,1410,149211,205,0,Kenya_SME
Retail,2.4,3,1705333,36,23.44,64300,44482,98,0.3082,0,8445,1774,0,0,1633,1637,157139,476,0,Kenya_SME
Agribusiness,1.4,1,75135,12,21.92,6353,4472,124,0.296,6,4168,865,0,0,1094,929,111841,416,1,Kenya_SME
Construction,5.1,5,1576804,36,19.72,77672,54971,272,0.2923,2,928,1971,1,4849,874,1535,73261,107,0,Kenya_SME
Manufacturing,4.5,2,501104,6,15.53,40123,16864,325,0.5797,1,3775,4892,1,945,7610,2487,220643,662,0,Kenya_SME
Agribusiness,0.5,2,54131,48,25.43,29834,22294,343,0.2527,6,4032,2978,1,1470,1506,877,24286,106,1,Kenya_SME
Informal,9.1,11,2092126,12,7.27,59448,36789,160,0.3812,1,2314,1579,1,5954,4019,462,738062,5526,1,Kenya_SME
Retail,11.6,3,591483,60,13.97,77836,35032,554,0.5499,3,7184,2178,1,4630,3182,952,57022,102,0,Kenya_SME
Wholesale,7.1,7,495697,24,11.35,8737,6558,1364,0.2494,3,7624,3135,1,1687,2826,957,141401,444,0,Kenya_SME
ICT,0.5,3,330116,24,17.52,65096,55553,584,0.1466,6,1912,956,0,0,1292,517,23077,70,1,Kenya_SME
ICT,13,5,667366,48,24.04,50185,36282,353,0.277,3,1285,2759,0,0,3968,970,52453,149,0,Kenya_SME
Manufacturing,4.6,3,1015765,12,14.1,88184,17637,299,0.8,3,4902,1387,1,1287,1187,882,467986,1709,0,Kenya_SME
Retail,2.9,9,381928,36,16.89,118974,78694,349,0.3386,4,8182,974,0,0,6089,1062,36310,87,0,Kenya_SME
Hospitality,4,2,15207173,24,9.33,212037,130085,263,0.3865,2,2831,1847,1,1988,4543,1812,116819,239,0,Kenya_SME
ICT,3.7,2,349926,36,27.01,43625,28013,155,0.3579,1,6558,1997,1,9972,1189,4591,36442,98,0,Kenya_SME
Agribusiness,1.9,5,277724,36,17.88,82326,47319,198,0.4252,2,20600,2474,1,7918,784,1595,47913,175,1,Kenya_SME
Manufacturing,16.2,10,2201893,36,17.82,260847,238134,311,0.0871,0,2198,3220,0,0,1262,1637,324653,1158,0,Kenya_SME
Services,9.8,5,1468491,6,18.31,24992,5943,261,0.7622,2,1708,1372,1,489,571,1255,196049,575,0,Kenya_SME
Retail,2.6,7,263490,12,19.72,108907,71835,178,0.3404,1,4285,2194,1,24548,2461,1618,53044,71,0,Kenya_SME
ICT,0.5,1,901005,18,17.91,118157,88950,288,0.2472,2,1399,505,0,0,992,1615,95085,130,0,Kenya_SME
Construction,9.8,3,1500907,60,23.3,67724,23763,172,0.6491,1,14517,1446,0,0,2648,868,103594,310,1,Kenya_SME
Agribusiness,1.5,5,297272,12,14.84,28403,19886,130,0.2999,6,20417,1330,1,4926,2174,261,93329,214,0,Kenya_SME
Construction,1.8,5,3747821,12,12.32,38285,13209,291,0.655,1,1374,4102,1,1889,781,2618,375777,934,0,Kenya_SME
ICT,6.8,1,693562,18,23.08,14502,9308,66,0.3582,1,1190,649,0,0,1337,994,64494,395,1,Kenya_SME
Transport,4.3,2,750759,60,18.92,69339,48027,172,0.3074,3,2390,861,1,4380,990,1315,191827,491,0,Kenya_SME
Informal,7.6,3,745266,18,12.69,84103,46804,132,0.4435,2,7122,897,0,0,1956,381,209085,527,0,Kenya_SME
Agribusiness,11.6,9,260968,12,14.84,167066,128887,131,0.2285,1,3728,2250,1,952,626,1541,85336,221,0,Kenya_SME
Construction,2.9,30,413714,48,16.29,66156,53199,367,0.1958,3,10594,716,1,1528,3670,877,221851,548,0,Kenya_SME
Retail,2.2,2,981942,36,13.05,91357,41570,503,0.545,1,898,1309,1,665,4175,690,639866,3552,0,Kenya_SME
Services,4.4,5,490823,24,20.31,58344,44762,347,0.2328,2,2963,2718,1,1507,4637,686,248649,387,0,Kenya_SME
Services,0.5,1,130427,18,17.53,56608,50077,63,0.1154,8,2048,360,0,0,4084,1036,142479,266,1,Kenya_SME
Retail,6.2,4,119413,6,13.02,19813,7376,708,0.6277,6,23634,2859,1,2197,1887,1046,89814,498,0,Kenya_SME
Transport,26.2,2,302487,24,26.77,31779,30442,188,0.0421,12,9039,3437,1,7113,1160,575,68168,164,0,Kenya_SME
Services,1.6,6,828785,12,18.72,30734,7398,259,0.7593,4,1018,674,1,4864,1634,1336,160075,880,0,Kenya_SME
Manufacturing,11.1,1,164099,24,17.07,214585,137106,314,0.3611,1,10349,1126,1,4537,5654,1018,316388,461,0,Kenya_SME
Wholesale,1.9,3,740994,12,14.87,71490,37296,422,0.4783,1,8399,2396,0,0,2329,393,260810,668,0,Kenya_SME
Retail,4.3,4,803614,36,16.28,16424,6936,154,0.5776,6,6000,981,0,0,788,805,182764,273,0,Kenya_SME
Agribusiness,2.9,4,308230,18,16.78,97307,49077,384,0.4956,2,2902,3009,0,0,1494,656,23659,69,1,Kenya_SME
Retail,1.8,6,258126,18,12,68823,45645,78,0.3368,4,8990,1853,0,0,2773,1897,47053,105,0,Kenya_SME
Construction,3.1,4,271263,24,14.65,32165,31807,165,0.0111,3,1297,864,0,0,324,850,107558,154,0,Kenya_SME
ICT,2.3,13,2049822,36,15.18,15059,12829,174,0.1481,5,3494,239,0,0,913,1214,78927,201,1,Kenya_SME
Services,7.7,14,253003,6,17.27,54661,27359,389,0.4995,6,5556,1907,1,715,784,819,82146,267,0,Kenya_SME
Wholesale,8.1,4,335130,18,13.24,65311,29445,980,0.5491,1,2278,4295,1,53046,1041,1676,105307,325,0,Kenya_SME
Wholesale,5.3,3,640290,60,16.45,75858,29383,639,0.6127,1,9675,3403,1,581,4462,1286,130346,509,0,Kenya_SME
Agribusiness,4.1,4,224343,12,19.94,4257,2057,102,0.5166,7,16907,689,0,0,2347,545,19712,40,1,Kenya_SME
Retail,1.4,9,4500569,60,20.42,74678,38024,321,0.4908,1,7220,1837,0,0,2019,990,141340,374,1,Kenya_SME
Services,1.7,4,1195554,48,14.83,107541,71411,66,0.336,1,5091,3671,1,5132,1129,517,36952,110,0,Kenya_SME
Agribusiness,0.5,1,3329650,12,20.79,47771,14006,288,0.7068,3,9824,8994,1,4850,2715,902,211845,615,0,Kenya_SME
Hospitality,2.7,11,1468353,18,17.1,169987,52185,1313,0.693,1,2357,1161,0,0,3197,817,561001,3810,0,Kenya_SME
Agribusiness,2.9,5,1122631,60,27.06,8689,6617,101,0.2384,6,4397,695,0,0,890,1124,31202,30,1,Kenya_SME
Services,6.5,21,96296,36,23.92,135584,44601,128,0.671,4,8390,3179,0,0,1414,684,76937,204,0,Kenya_SME
Manufacturing,1.5,2,535610,18,15.36,39144,10755,165,0.7252,1,17301,2077,0,0,2684,1870,65511,160,0,Kenya_SME
Transport,3.3,4,574857,60,20.23,21219,12714,108,0.4008,4,8039,1573,1,1999,1898,787,31788,103,0,Kenya_SME
Construction,1.9,7,368237,12,15.03,71758,64203,387,0.1053,0,29812,1462,1,6065,3206,1862,505080,537,0,Kenya_SME
Manufacturing,2.3,3,578129,24,16.02,36824,20301,125,0.4487,3,4125,2067,1,540,2491,1013,341579,957,0,Kenya_SME
Retail,7.6,2,247384,6,14.28,280131,182781,379,0.3475,1,1385,2567,1,4886,1573,1834,122632,247,0,Kenya_SME
Wholesale,0.9,5,718188,36,13.9,119086,67291,246,0.4349,6,1038,1603,1,2217,1685,545,74311,117,1,Kenya_SME
Retail,17.2,3,2267189,12,20.47,64371,38037,261,0.4091,1,1006,930,1,1409,1505,855,95553,162,0,Kenya_SME
Retail,5,5,961097,12,14.64,1155320,1110207,804,0.039,1,17323,8998,1,2907,4590,1866,247779,608,0,Kenya_SME
Wholesale,5.8,4,139644,36,21.07,144706,104435,290,0.2783,1,771,1592,0,0,2764,1146,37641,55,0,Kenya_SME
Retail,3.7,1,170659,24,17.92,136468,68604,206,0.4973,1,11869,2640,0,0,1075,653,149238,250,0,Kenya_SME
Retail,0.5,3,253301,36,20.04,68796,54403,625,0.2092,6,2839,4103,1,1417,1672,848,306783,346,1,Kenya_SME
Manufacturing,0.6,2,364009,24,22.99,84508,46902,129,0.445,6,8081,621,1,1727,673,548,50316,102,0,Kenya_SME
Manufacturing,10.6,4,800019,6,12.73,59428,49361,217,0.1694,3,1634,2715,1,2964,7362,1124,74066,335,0,Kenya_SME
Construction,0.5,6,210087,12,12.66,26351,16818,136,0.3618,4,5459,1370,1,2997,1025,591,69713,147,0,Kenya_SME
Agribusiness,1.2,6,582021,12,20.46,69569,58896,83,0.1534,1,11222,2163,0,0,3879,502,163458,399,0,Kenya_SME
Manufacturing,0.8,10,423790,60,14.66,75093,61065,85,0.1868,1,24259,994,1,3154,992,2037,102967,326,0,Kenya_SME
Transport,3.3,4,908380,12,15.32,13933,10824,197,0.2231,2,1741,531,1,3540,2586,857,12253,64,1,Kenya_SME
ICT,1.4,26,206837,18,17.12,112190,58874,276,0.4752,6,3519,1329,0,0,1429,1026,77679,96,0,Kenya_SME
Manufacturing,2,7,655468,36,12.09,151229,83381,308,0.4486,1,8229,564,1,9403,1496,2239,115077,163,0,Kenya_SME
Wholesale,0.5,1,270202,48,21.69,37528,22947,289,0.3885,7,6221,1652,1,1930,1251,940,60134,290,1,Kenya_SME
Wholesale,5.5,2,75413,48,21.21,128710,118945,314,0.0759,3,5575,3129,0,0,1499,261,28213,143,0,Kenya_SME
Agribusiness,0.5,79,229373,48,16.71,72361,41836,183,0.4218,1,4158,2649,0,0,3891,2204,185577,299,0,Kenya_SME
Retail,1.4,1,658473,24,19.43,225269,201868,149,0.1039,0,6083,1029,1,1554,1407,948,162924,503,0,Kenya_SME
Transport,0.5,6,2651170,12,20.32,28708,11293,217,0.6066,3,10846,750,1,5563,1165,1579,55393,95,1,Kenya_SME
Agribusiness,9.5,34,3629099,18,18.25,69101,47237,351,0.3164,1,6549,1320,1,658,6016,3762,104592,108,0,Kenya_SME
Agribusiness,4.3,1,441007,24,20.58,92713,59182,292,0.3617,2,5773,3185,0,0,1616,4603,454275,999,0,Kenya_SME
Services,10.5,19,448538,18,16.89,101676,47424,752,0.5336,5,3016,1974,0,0,1604,2047,27805,94,0,Kenya_SME
Retail,4.6,18,502599,24,9.13,99932,58356,337,0.416,1,10722,2042,0,0,2806,1208,327970,322,0,Kenya_SME
Agribusiness,7.6,4,533745,24,15.82,420216,314459,842,0.2517,0,15112,2764,1,2519,5649,1655,146307,587,0,Kenya_SME
Manufacturing,20.7,1,693320,12,15.21,673323,189729,195,0.7182,6,1493,1996,1,6239,1739,2109,50690,70,0,Kenya_SME
Hospitality,20.4,6,995682,48,23.03,6428,5500,40,0.1444,8,6435,761,1,10187,1431,1367,56149,78,1,Kenya_SME
ICT,12,5,53084,48,15.21,94234,71679,1193,0.2393,1,7822,6545,1,3194,8248,2724,366642,924,0,Kenya_SME
Agribusiness,0.5,3,115033,12,14.78,59592,22053,361,0.6299,2,8990,2577,1,689,2070,729,101272,176,0,Kenya_SME
Agribusiness,5.1,8,59200,60,19.22,241059,120544,106,0.4999,1,2117,4675,0,0,3499,1274,35146,84,0,Kenya_SME
Informal,16.1,5,2166301,6,14.34,95061,63708,378,0.3298,2,8907,4186,1,1025,538,1815,32632,230,0,Kenya_SME
Wholesale,1.2,1,75329,36,19.75,24417,12800,158,0.4758,10,25155,782,0,0,1391,385,11698,28,1,Kenya_SME
Transport,0.5,3,572624,12,20.19,22544,15832,94,0.2977,6,11765,1092,1,3980,1391,481,46157,110,0,Kenya_SME
Retail,1.1,5,219610,24,11.09,35908,20214,260,0.4371,4,12708,1029,0,0,688,1024,93775,98,1,Kenya_SME
Retail,0.5,6,545802,12,19.36,37844,23572,141,0.3771,6,4074,7150,1,4085,1716,529,25229,38,0,Kenya_SME
Agribusiness,2.2,14,276693,12,19.2,130517,112424,267,0.1386,4,4895,2311,1,4851,1974,292,97004,186,0,Kenya_SME
Hospitality,2.4,1,1441221,18,14.63,187973,162081,283,0.1377,1,7023,1430,0,0,1703,1492,85661,474,1,Kenya_SME
Construction,15.5,11,532428,48,19.99,51569,39045,393,0.2429,6,957,874,0,0,2997,1969,208540,1008,0,Kenya_SME
Retail,2.5,2,157935,24,25.31,53632,33686,133,0.3719,6,3768,1262,0,0,1194,496,46725,109,1,Kenya_SME
Transport,19.6,4,56688,36,18.92,9913,5807,97,0.4141,5,5161,6154,0,0,1821,1077,32834,229,0,Kenya_SME
Hospitality,4,10,254409,12,18.5,71839,52339,243,0.2714,4,9084,589,0,0,5232,2336,75396,209,0,Kenya_SME
Hospitality,0.5,2,199218,24,13.25,28781,7938,189,0.7241,1,10616,1914,1,1585,2526,903,96950,630,0,Kenya_SME
Manufacturing,0.5,3,1229157,36,13.96,24047,20459,329,0.1492,3,3066,2924,0,0,6789,743,42345,61,0,Kenya_SME
Agribusiness,2.7,7,256454,24,12.91,161908,73746,167,0.5445,3,2640,4216,1,1981,8230,809,370886,1171,0,Kenya_SME
Construction,7.2,2,438214,12,19.58,30452,16063,314,0.4725,4,2233,647,0,0,1057,2003,44068,79,1,Kenya_SME
Agribusiness,1.4,6,1018804,12,12.57,52308,32711,343,0.3746,2,10635,3239,1,3153,3080,1408,205790,625,0,Kenya_SME
Agribusiness,5.6,1,609328,24,15.81,50967,39237,907,0.2301,1,3301,1223,1,2788,3716,756,128082,576,0,Kenya_SME
Agribusiness,19.8,13,1219703,18,13.2,292764,279217,99,0.0463,4,54370,2891,1,2620,2100,867,223848,757,0,Kenya_SME
Services,12.6,8,195121,24,19.5,126558,68133,82,0.4616,7,11816,5224,0,0,1378,1248,46110,138,1,Kenya_SME
Retail,6.4,2,122912,36,16.99,16711,7314,110,0.5623,4,4076,2736,1,950,2388,1540,34773,112,0,Kenya_SME
Services,0.7,12,775318,18,19.86,28030,7155,419,0.7447,0,2807,1352,0,0,2000,1363,145997,552,0,Kenya_SME
Construction,0.6,7,4100297,12,19.03,338246,325690,585,0.0371,2,11863,1565,1,2355,4584,2580,130162,307,0,Kenya_SME
Services,0.6,1,408792,12,24.56,222648,130138,201,0.4155,6,8347,2146,0,0,878,1231,119075,389,0,Kenya_SME
Informal,2.2,8,396069,24,22.64,100965,56864,177,0.4368,2,7513,1170,0,0,2794,795,60597,348,0,Kenya_SME
Hospitality,4.8,8,299230,18,19.01,56945,27013,150,0.5256,3,2614,546,0,0,4027,978,38044,170,0,Kenya_SME
ICT,2.8,1,427717,12,14.2,53726,43767,163,0.1854,2,2545,1931,1,1453,2382,717,49214,159,0,Kenya_SME
Wholesale,4.3,1,504764,24,21.63,81037,37005,472,0.5434,2,1700,4195,0,0,2444,1907,74690,213,0,Kenya_SME
Hospitality,2.9,2,86245,36,27.13,8351,4682,85,0.4394,3,9101,2420,0,0,1624,1124,15300,37,1,Kenya_SME
Services,5.3,1,380686,18,21.03,52370,37860,129,0.2771,4,4148,7252,0,0,2030,1282,25959,48,1,Kenya_SME
Agribusiness,2.2,7,53927,12,27.87,13253,12934,29,0.0241,3,3234,1285,0,0,1016,1203,19647,82,1,Kenya_SME
Construction,1,1,135828,24,21.79,25353,19600,74,0.2269,3,4249,1162,1,173,569,498,10370,42,1,Kenya_SME
Services,18.5,2,615893,48,16.28,42237,32645,125,0.2271,5,2058,963,1,1351,2114,869,22702,68,1,Kenya_SME
Hospitality,2,23,1215949,12,19.16,194592,164733,150,0.1534,0,4009,9911,1,3148,2515,1772,189453,687,0,Kenya_SME
Manufacturing,1.1,13,125956,36,20.62,31678,19185,371,0.3944,2,19437,458,0,0,764,3819,92689,244,0,Kenya_SME
Agribusiness,4.4,1,74497,12,14.62,26433,15044,143,0.4309,4,4431,3708,1,2000,983,1219,276685,616,0,Kenya_SME
